Node	Beg	End
NMI96306	1330445	1330908
NMI96306	1333456	1334517
NMI9972	56435	58395
NMI9972	127649	128827
NMI9972	130358	133565
NMI9972	134118	134698
NMI9972	276388	277289
NMI9972	380766	380830
NMI9972	417230	418835
NMI9972	419400	420594
NMI9972	421262	421784
NMI9972	422459	424820
NMI9972	426671	428466
NMI9972	543482	548443
NMI9972	584621	588278
NMI9972	589480	589492
NMI9972	590062	596874
NMI9972	603828	603966
NMI9972	693385	693649
NMI9972	694248	694382
NMI9972	781653	784609
NMI9972	796373	798210
NMI9972	815282	820783
NMI9972	827274	828230
NMI9972	1255798	1255964
NMI9972	1256506	1257863
NMI9972	1270070	1273508
NMI9972	1293888	1297028
NMI9972	1297789	1298514
NMI9972	1300697	1300769
NMI9972	1331571	1331939
NMI9972	1332808	1333352
NMI9972	1428196	1428483
NMI9972	1431135	1431477
NMI9972	1457884	1458660
NMI9972	1459204	1459865
NMI9972	1485198	1485953
NMI9972	1486617	1487062
NMI9972	1489952	1490632
NMI9972	1491635	1495116
NMI135	294644	295452
NMI135	979832	980763
NMI135	982042	982319
NMI135	983458	983703
NMI135	984544	984891
NMI135	985515	986222
NMI135	1120913	1121099
NMI135	1388455	1388569
NMI05127	349133	351770
NMI05127	705792	706521
NMI05127	992128	992695
NMI05127	1003965	1006472
NMI05127	1436544	1436549
NMI05127	1475129	1479714
NMI05127	1510712	1510934
NMI05127	1511566	1511720
NMI97239	218530	219330
NMI97239	262896	263383
NMI97239	332260	332975
NMI97239	1436544	1436549
NMI97239	1491399	1491686
NMI00159	1211887	1213902
NMI00159	1214764	1216435
NMI96173	1436544	1436549
NMI0782	6682	13485
NMI0782	52395	53095
NMI0782	79923	81443
NMI0782	195088	196796
NMI0782	291914	293273
NMI0782	303630	304434
NMI0782	305170	310657
NMI0782	311861	315410
NMI0782	316154	325523
NMI0782	327450	327537
NMI0782	328691	328825
NMI0782	536169	537195
NMI0782	817894	820420
NMI0782	934511	934703
NMI0782	1263854	1266807
NMI0782	1268828	1269507
NMI0782	1302198	1303179
NMI0782	1400203	1402546
NMI0782	1446979	1450315
NMI0782	1451113	1451157
NMI98166	1363807	1364168
NMI05159	1275529	1278002
NMI05159	1279252	1280554
NMI0081	378581	378926
NMI0081	380318	380830
NMI0081	958786	964051
NMI0081	964867	968341
NMI0081	1436544	1436549
NMI0081	1459344	1459652
NMI99240	27667	28879
NMI99240	1436544	1436549
NMI0468	21993	22132
NMI0468	22880	24649
NMI0468	1332564	1333545
NMI0468	1436544	1436549
NMI97321	1436544	1436549
NMI00250	39435	40093
NMI00250	43855	43903
NMI00250	45056	46367
NMI00250	628184	630114
NMI00250	634138	637069
NMI00250	638180	639077
NMI00250	674040	674429
NMI00250	677184	679749
NMI00250	687786	688074
NMI00250	688756	690516
NMI00250	691544	693206
NMI00250	1018619	1020424
NMI00250	1053067	1054096
NMI00250	1055673	1055809
NMI00250	1056968	1057599
NMI00250	1128231	1129063
NMI00250	1321305	1323241
NMI00250	1325430	1325972
NMI00250	1326603	1328030
NMI00250	1330044	1331922
NMI00250	1415220	1416225
NMI00250	1457693	1459213
NMI00250	1511633	1511951
NMI00146	1436544	1436549
NMI02238	629457	631113
NMI02238	631981	632165
NMI02238	1145349	1145599
NMI02238	1146220	1149962
NMI02238	1464495	1464930
NMI98104	372930	375325
NMI98104	1459481	1462055
NMI9348	493861	495063
NMI9348	1436544	1436549
NMI9348	1473610	1475951
NMI9348	1477251	1485658
NMI0312	682525	682796
NMI0312	684399	686831
NMI0312	687765	690046
NMI0312	691426	693707
NMI0312	736615	738575
NMI0312	1436347	1436549
NMI9885	498783	500624
NMI9885	635369	635702
NMI9885	705765	706521
NMI9885	762362	763042
NMI9885	1097001	1098613
NMI06102	13834	14618
NMI06102	27667	29447
NMI06102	45056	46277
NMI06102	116535	116575
NMI06102	117722	117944
NMI06102	174799	176720
NMI06102	177403	179213
NMI06102	179859	183054
NMI06102	193067	195227
NMI06102	196905	198504
NMI06102	284318	286443
NMI06102	314963	315400
NMI06102	316154	316816
NMI06102	371677	375355
NMI06102	478450	478732
NMI06102	492214	492810
NMI06102	493669	501162
NMI06102	779824	781908
NMI06102	984566	985268
NMI06102	1085122	1085434
NMI06102	1159492	1161046
NMI06102	1204618	1204842
NMI06102	1205522	1206362
NMI06102	1334695	1335046
NMI06102	1335747	1336233
NMI06102	1337138	1339023
NMI06102	1339663	1340038
NMI06102	1340700	1342342
NMI06102	1347253	1348489
NMI06102	1425747	1425828
NMI06102	1428483	1428714
NMI06102	1436544	1436549
NMI06102	1454693	1455357
NMI06102	1457697	1461558
NMI06102	1462094	1462103
NMI06102	1464492	1464579
NMI06102	1466012	1466080
NMI06102	1471288	1471612
NMI06102	1472463	1473223
NMI06102	1481843	1482550
NMI9792	437441	438469
NMI0189	1279252	1280554
NMI0189	1363807	1364654
NMI0189	1460309	1462103
NMI0189	1463163	1463983
NMI01118	386521	387315
NMI01118	387918	388306
NMI01118	389771	391183
NMI01118	391786	391990
NMI01118	1409919	1411666
NMI00219	359278	360395
NMI00219	705988	707803
NMI00219	1266027	1275600
NMI01322	116246	117336
NMI9484	1436544	1436549
NMI0059	48938	49963
NMI0059	51012	51701
NMI0059	52328	54340
NMI0059	198042	200629
NMI0059	315184	317430
NMI0059	402583	404689
NMI0059	405412	407479
NMI0059	408441	409222
NMI0059	492687	494832
NMI0059	962806	966522
NMI0059	968965	969914
NMI0059	971100	976267
NMI0059	1054225	1055154
NMI0059	1122920	1125284
NMI0059	1150156	1152345
NMI0059	1153108	1153129
NMI0059	1272174	1274559
NMI0059	1275507	1275597
NMI0059	1325541	1325606
NMI0256	134437	137404
NMI0256	291914	292096
NMI0256	363982	365180
NMI0256	375494	376412
NMI0256	438205	439520
NMI0256	473727	474427
NMI0256	584897	585882
NMI0256	586620	587589
NMI0256	589480	592010
NMI0256	594357	595679
NMI0256	596851	597283
NMI0256	629457	630114
NMI0256	631981	633568
NMI0256	634721	637069
NMI0256	638180	638434
NMI0256	639729	639745
NMI0256	641637	642700
NMI0256	687432	690620
NMI0256	691544	694517
NMI0256	706032	706126
NMI0256	763470	765822
NMI0256	1017070	1019036
NMI0256	1368170	1374676
NMI0256	1375480	1376710
NMI0256	1402378	1404890
NMI0256	1405828	1406512
NMI0256	1407699	1407863
NMI0256	1408405	1409194
NMI0256	1418484	1420477
NMI0256	1421784	1424231
NMI0256	1425038	1426854
NMI0256	1427391	1427517
NMI0256	1430682	1432076
NMI0256	1436544	1436549
NMI9985	1217809	1217896
NMI9985	1218847	1219825
NMI93143	1436544	1436549
NMI04181	135428	135549
NMI04181	136209	138143
NMI04181	138718	140147
NMI04181	370939	372477
NMI04181	473889	474396
NMI04181	475290	476401
NMI04181	579185	580193
NMI04181	634536	636035
NMI04181	637710	638792
NMI04181	1054515	1054911
NMI04181	1233883	1236396
NMI03242	10817	12472
NMI03242	22537	25759
NMI03242	26936	29419
NMI03242	305170	309607
NMI03242	310747	310864
NMI03242	518981	523778
NMI03242	534199	535766
NMI03242	840754	841465
NMI03242	843990	844141
NMI03242	880828	881244
NMI03242	882791	883586
NMI03242	947688	948480
NMI03242	1231649	1233250
NMI03242	1477251	1478268
NMI03242	1480275	1481224
NMI03242	1481843	1482040
NMI03242	1521579	1522358
NMI1074	375503	376175
NMI1074	601079	606071
NMI1074	706013	707499
NMI1074	1436544	1436549
NMI03267	57214	57618
NMI03267	58631	59148
NMI03267	1259040	1259709
NMI03267	1528111	1528995
NMI97324	30050	30578
NMI97324	110687	110985
NMI97324	113789	114867
NMI97324	430202	432688
NMI97324	433670	434434
NMI97324	538029	540731
NMI97324	544283	544790
NMI97324	545771	547904
NMI97324	1339887	1340184
NMI97324	1453150	1453460
NMI97324	1454075	1454120
NMI97324	1454852	1455246
NMI97324	1499644	1500275
NMI96132	1436544	1436549
NMI9626	116321	117457
NMI9626	866469	867079
NMI9626	867692	868513
NMI9626	872022	873553
NMI0123	1198558	1198684
NMI0123	1334696	1336152
NMI1120	888750	890082
NMI1120	892579	892861
NMI1120	1436544	1436549
NMI9781	283205	284435
NMI9781	285151	289540
NMI9781	292519	293555
NMI9781	294424	295350
NMI9781	1459481	1462229
NMI03150	1436544	1436549
NMI04176	203574	203783
NMI04176	294713	295229
NMI04176	1436544	1436549
NMI0321	211013	211224
NMI97153	141638	144183
NMI97153	158138	158892
NMI97153	166684	167468
NMI97153	196905	200305
NMI97153	218152	219607
NMI97153	295155	295229
NMI97153	472919	474228
NMI97153	502495	504842
NMI97153	526336	528393
NMI97153	529459	529905
NMI97153	530987	531633
NMI97153	674883	676445
NMI97153	689607	690682
NMI97153	691312	694364
NMI97153	740313	744519
NMI97153	1294820	1295894
NMI97153	1325430	1325972
NMI97153	1326603	1327559
NMI97153	1368737	1376446
NMI97153	1508322	1510796
NMI9941	49068	49963
NMI9941	51012	51234
NMI9941	56435	58833
NMI9941	201139	201172
NMI9941	213705	214202
NMI9941	241401	254971
NMI9941	826586	828594
NMI9941	988278	988458
NMI9941	1128982	1130045
NMI9941	1139695	1141795
NMI9941	1224829	1225493
NMI9941	1226176	1226311
NMI9941	1227535	1227766
NMI9941	1478268	1478598
NMI9941	1479337	1479794
NMI9941	1480522	1481224
NMI96219	28834	29447
NMI96219	30050	32098
NMI96219	350458	351710
NMI96219	454867	457661
NMI96219	459343	459586
NMI96219	460442	460583
NMI96219	461464	462748
NMI96219	625844	625952
NMI96219	626877	627204
NMI96219	977110	978947
NMI96219	979799	979811
NMI96219	982207	982330
NMI96219	984566	986091
NMI96219	989077	990884
NMI01327	47035	47406
NMI01327	48273	48772
NMI01327	137833	137902
NMI01327	649918	650154
NMI01327	658689	659575
NMI01327	661282	662286
NMI01327	678464	682717
NMI01327	683670	684405
NMI01327	694644	695037
NMI01327	794127	794332
NMI01327	909458	910333
NMI01327	911774	914546
NMI01327	1436544	1436549
NMI0578	334447	336154
NMI0578	336746	337494
NMI0578	1358965	1359363
NMI0578	1537609	1538113
NMI0578	1539324	1540886
NMI0578	1542104	1543564
14MI0033	1436544	1436547
NMI04147	294608	295455
NMI04147	748224	752380
NMI04147	753128	755176
NMI04147	947205	948480
NMI04147	1131590	1132792
NMI04147	1425182	1426358
NMI04147	1428940	1429351
NMI04147	1430049	1430346
NMI04147	1431135	1432586
NMI04147	1457693	1464579
NMI04147	1491399	1494408
NMI9810	13847	15874
NMI9810	193949	196793
NMI9810	256719	257380
NMI9810	523738	523954
NMI9810	811368	814106
NMI9810	814685	814893
NMI9810	875213	875522
NMI9810	1081987	1083749
NMI9810	1085122	1085434
NMI9810	1086850	1087581
NMI9810	1088303	1088387
NMI9810	1274148	1274959
NMI9935	1436544	1436549
NMI0219	461464	462748
NMI04126	1436544	1436549
NMI98194	1436544	1436549
NMI0448	297997	298156
NMI0448	298852	299106
NMI0448	677609	678293
NMI01335	1310119	1311838
NMI0358	337600	340254
NMI0358	341163	341521
NMI0358	342219	342330
NMI0358	437702	441029
NMI0358	694635	695216
NMI0358	695866	696473
NMI0096	1436544	1436549
NMI018	1436544	1436549
NMI97163	1273654	1274505
NMI97163	1363773	1368473
NMI97163	1436544	1436549
NMI0847	1436544	1436549
NMI01290	579506	579575
NMI01290	691513	691976
NMI01290	692744	692813
NMI01290	693392	693734
NMI01290	1087581	1087743
NMI01290	1335987	1337223
NMI02133	756133	757384
NMI02133	1436544	1436549
NMI00272	66071	66461
NMI00272	375494	375798
NMI00272	1436544	1436549
NMI97116	27667	27679
NMI97116	28348	28714
NMI97116	848362	851800
NMI97116	852755	853061
NMI97116	853659	854575
NMI97116	855541	857460
NMI97116	925697	935097
NMI98142	44430	44926
NMI98142	45567	47276
NMI98142	48273	48330
NMI98142	340254	345552
NMI98142	1329851	1330776
NMI9039	25188	25268
NMI9039	27019	28027
NMI9039	334055	334337
NMI9039	335323	336144
NMI9039	340755	341607
NMI9039	357308	358292
NMI9039	359110	359468
NMI9039	375503	376779
NMI9039	468878	469170
NMI9039	470104	471036
NMI9039	471579	471727
NMI9039	473622	474396
NMI9039	475245	476392
NMI9039	483664	484417
NMI9039	527099	527626
NMI9039	609992	611351
NMI9039	612712	616955
NMI9039	617588	618764
NMI9039	619349	620947
NMI9039	621797	622753
NMI9039	658415	659385
NMI9039	663510	663830
NMI9039	665322	666608
NMI9039	744718	746666
NMI9039	748647	752380
NMI9039	753128	754377
NMI9039	756191	757801
NMI9039	817400	817855
NMI9039	883924	888834
NMI9039	889769	889980
NMI9039	985116	985566
NMI9039	1334508	1334802
NMI9039	1355198	1355378
NMI9039	1399716	1400577
NMI9039	1436545	1436547
NMI9039	1452950	1454123
NMI9039	1459085	1460396
NMI9039	1493305	1494692
NMI9039	1495239	1495323
NMI0470	13834	14593
NMI0470	355013	356162
NMI0470	706097	707499
NMI0470	1446345	1448367
NMI0470	1449400	1450321
NMI02192	65159	66436
NMI02192	1408554	1411088
NMI02192	1436544	1436549
NMI9991	1273606	1274532
NMI9555	116639	117944
NMI9555	289521	289540
NMI9555	290683	290689
NMI9555	291743	294467
NMI9555	335712	337494
NMI9555	408173	410434
NMI9555	552675	554795
NMI9555	838253	840542
NMI9555	998611	1003458
NMI9555	1436544	1436549
NMI9555	1457619	1459213
NMI9555	1517268	1520952
NMI044	261603	263437
NMI044	268053	269379
NMI044	1120508	1121184
NMI044	1394527	1394548
NMI044	1395472	1397901
NMI044	1436544	1436549
NMI044	1473917	1478598
NMI044	1479337	1481224
NMI044	1482472	1485403
NMI97347	162774	166022
NMI97347	473370	475084
NMI97347	1163955	1164685
NMI97347	1436544	1436549
NMI98186	65796	66461
NMI98186	398788	398931
NMI98186	1220481	1220628
NMI98186	1436544	1436549
NMI02194	150929	151184
NMI02194	225936	229430
NMI02194	230260	230677
NMI02194	331591	334493
NMI02194	1457693	1459213
NMI02194	1512141	1512301
NMI02194	1512947	1514471
NMI95284	1436544	1436549
NMI00266	149788	151268
NMI00266	151937	152026
NMI00266	1287022	1289579
NMI00266	1290179	1290281
NMI00266	1291828	1292467
NMI00266	1293688	1297028
NMI00266	1297789	1298514
NMI96157	1436544	1436549
NMI05145	29601	29664
NMI05145	30972	32664
NMI05145	261795	264499
NMI05145	268500	272132
NMI05145	273362	273415
NMI05145	998234	998629
NMI05145	1436544	1436549
NMI04210	427075	433342
NMI04210	1334649	1336023
NMI04210	1518956	1525142
NMI98143	86820	88175
NMI98143	402505	403143
NMI0040	21696	23475
NMI0040	421055	423398
NMI0040	424538	425281
NMI0040	910327	910883
NMI0040	911785	912794
NMI99196	1436544	1436549
NMI01180	116279	116824
NMI01180	117722	118544
NMI01180	473646	478998
NMI01180	758009	761091
NMI01180	761741	764157
NMI01180	1414520	1415569
NMI01269	294713	295452
NMI01269	1208721	1208886
NMI01269	1209610	1213242
NMI01269	1214067	1215301
NMI01269	1402378	1403328
14MI0019	424577	425281
14MI0019	426671	427889
14MI0019	429396	432688
14MI0019	433670	434434
14MI0019	435379	437259
14MI0019	438256	440207
14MI0019	440957	442616
14MI0019	1246459	1248139
14MI0019	1248971	1253966
NMI00125	29568	29664
NMI00125	224887	225162
NMI00125	263874	264685
NMI00125	265723	265914
NMI00125	266597	267140
NMI00125	674536	677702
NMI00125	1120904	1121621
NMI00125	1136566	1136686
NMI00125	1137856	1142360
NMI00125	1145555	1147068
NMI00125	1457101	1461608
NMI00125	1463078	1464579
NMI9267	1436544	1436549
NMI98296	10984	13485
NMI98296	718806	721627
NMI00157	1436544	1436549
NMI00119	721642	730191
NMI00119	734224	738533
NMI00119	1330713	1331922
NMI00119	1332564	1334499
NMI0281	112898	116564
NMI0281	119980	121365
NMI0281	125766	126186
NMI0281	140966	141780
NMI0281	142649	146436
NMI0281	297880	297898
NMI0281	378053	378271
NMI0281	923376	923882
NMI0281	924788	925442
NMI0281	1084676	1086087
NMI0281	1091061	1093014
NMI0281	1122633	1122921
NMI0281	1363005	1364164
NMI98294	743472	745913
NMI98294	758714	758918
NMI98294	1050694	1052937
NMI0335	890985	891674
NMI0335	934511	935205
NMI0335	936264	936861
NMI0335	969725	970386
NMI0335	1076464	1077956
NMI0335	1079030	1079048
NMI0335	1436992	1439197
NMI0335	1439942	1440980
NMI01340	14031	15637
NMI01340	28834	29419
NMI01340	185375	194057
NMI01340	375133	376005
NMI01340	1168389	1171905
NMI01340	1232875	1233363
NMI01340	1234314	1235653
NMI01340	1330868	1334407
NMI01340	1358664	1359194
NMI0755	207	3546
NMI0755	336138	338820
NMI0755	521170	524941
NMI0755	1334695	1338449
NMI0227	285655	290968
NMI0227	1519847	1521062
NMI0255	116138	118679
NMI0255	119605	120089
NMI0255	861364	862239
17MI0003	1436544	1436549
NMI9947	1436544	1436549
NMI03233	756132	756657
NMI03233	757431	757747
NMI03227	372969	374981
NMI03227	381220	381502
NMI0474	364821	365382
NMI00161	686654	688283
NMI00161	688869	689107
NMI00161	691862	692036
NMI00161	692771	693711
NMI00161	694454	694543
NMI00161	705765	705873
NMI04116	29806	29838
NMI04116	706013	707659
NMI95192	1436544	1436549
NMI01352	24091	25759
NMI01352	29185	31886
NMI01352	71848	72780
NMI01352	127845	128411
NMI01352	250105	253063
NMI01352	288689	289540
NMI01352	415921	416452
NMI01352	417161	421760
NMI01352	422387	422702
NMI01352	483220	483874
NMI01352	486499	490460
NMI01352	493669	494832
NMI01352	581650	583239
NMI01352	687873	689545
NMI01352	691544	693711
NMI01352	774567	778010
NMI01352	961092	961626
NMI01352	962650	963804
NMI01352	1192577	1192659
NMI01352	1193885	1196144
NMI01352	1279138	1284889
NMI01352	1287542	1290410
NMI01352	1332808	1334633
NMI01352	1521588	1523360
NMI01352	1524297	1525406
NMI97382	109201	110043
NMI97382	110687	113684
NMI97382	114336	115470
NMI97382	550492	553389
NMI97382	554520	554550
NMI97382	555355	555562
NMI97382	557709	558125
NMI97382	988642	989555
NMI97382	1171095	1172751
NMI97382	1176009	1179677
NMI97382	1385599	1386376
NMI97382	1387103	1388737
NMI97382	1393027	1393057
NMI97382	1402026	1404611
NMI97382	1457619	1459213
NMI97111	254641	256999
NMI97111	706720	707764
NMI97111	714454	714498
NMI97111	973328	976267
NMI00120	1266573	1267933
NMI9671	876241	876966
NMI9671	878026	879115
NMI9671	882791	883586
NMI9671	1436544	1436549
NMI9671	1439153	1439197
NMI9671	1440257	1440420
NMI9671	1441225	1441603
NMI9671	1442363	1443529
NMI9671	1444845	1445038
NMI9671	1460535	1460891
NMI97195	138274	138954
NMI97195	139880	141521
NMI97195	203717	203783
NMI97195	204637	206026
NMI97195	207360	209087
NMI97195	860521	862227
NMI97195	1051328	1054599
NMI97195	1076842	1080429
NMI97195	1436544	1436549
15MI0030	44212	45662
15MI0030	547100	547340
15MI0030	704957	706473
15MI0030	831570	833226
15MI0030	1161487	1163628
15MI0030	1164656	1168058
15MI0030	1169117	1171122
15MI0030	1171691	1172625
15MI0030	1330238	1331459
15MI0030	1333574	1334538
15MI0030	1436544	1436549
NMI98122	61027	61342
NMI01337	1436544	1436549
NMI9442	6625	8547
NMI9442	48938	49068
NMI9442	186054	188047
NMI9442	242238	242875
NMI9442	246495	246643
NMI9442	334572	335512
NMI9442	341553	341872
NMI9442	346437	347456
NMI9442	375295	376196
NMI9442	562875	565720
NMI9442	566991	567111
NMI9442	572464	572641
NMI9442	573323	574703
NMI9442	705792	705855
NMI9442	708007	710771
NMI9442	777826	778859
NMI9442	783197	784288
NMI9442	787582	788483
NMI9442	789404	794156
NMI9442	999759	1000564
NMI9442	1001548	1002570
NMI9442	1399716	1400081
NMI9442	1446540	1448367
NMI9442	1449400	1450330
NMI9442	1452500	1455158
NMI9413	184321	187453
NMI9413	259727	260631
NMI9413	284318	284576
NMI9413	400809	402796
NMI9413	404019	404349
NMI9413	475237	478998
NMI9413	544109	545121
NMI9413	545771	548096
NMI9413	549438	549720
NMI9413	705750	710866
NMI9413	1172385	1172954
NMI9413	1472550	1477977
NMI0588	66449	69798
NMI0588	818505	820329
NMI01227	1436544	1436549
NMI03159	29532	29661
NMI03159	59268	59501
NMI03159	337600	341094
NMI03159	370300	372207
NMI03159	438002	439027
NMI03159	562270	565720
NMI03159	577163	578125
NMI03159	692114	693734
NMI03159	694340	698276
NMI03159	980291	980303
NMI03159	983027	985307
NMI03159	1005703	1007468
NMI03159	1224843	1226677
NMI03159	1280073	1281548
NMI03159	1283430	1284421
NMI03159	1493928	1495839
NMI03159	1497709	1498908
NMI03166	1334687	1335430
NMI99147	1436544	1436549
NMI0421	39445	39531
NMI0421	41937	42235
NMI03231	111827	114339
NMI03231	131392	133502
NMI03231	355042	355166
NMI03231	355856	356214
NMI03231	357305	360098
NMI03231	374582	375020
NMI03231	633588	638009
NMI03231	689408	690516
NMI03231	691111	693649
NMI03231	694278	694373
NMI03231	1113533	1113585
NMI03231	1335572	1335639
NMI03231	1338629	1339023
NMI03231	1517793	1518751
NMI99278	797099	797838
NMI99278	1360695	1362914
NMI99278	1363880	1364162
NMI9692	704853	707803
NMI9692	1436544	1436549
NMI0441	241263	246355
NMI0441	279061	279881
NMI0441	281249	281270
NMI0441	332844	333541
NMI0441	334193	335240
NMI0441	374612	375050
NMI0441	461466	461519
NMI0441	514696	516076
NMI0441	612712	613560
NMI0441	709112	711204
NMI0441	1123731	1125928
NMI0441	1140810	1141795
NMI0441	1172582	1174845
NMI0441	1239751	1242879
NMI0441	1415051	1416225
NMI0441	1436544	1436549
NMI0441	1477400	1478670
NMI05164	1	3620
NMI05164	4718	7645
NMI05164	8547	10302
NMI05164	10984	13485
NMI05164	15166	16544
NMI05164	33237	35706
NMI05164	41461	42235
NMI05164	45350	47406
NMI05164	83592	85113
NMI05164	85665	86868
NMI05164	119069	120649
NMI05164	121242	121392
NMI05164	122026	122284
NMI05164	123436	125434
NMI05164	127577	128827
NMI05164	154219	154668
NMI05164	198143	201172
NMI05164	201733	202611
NMI05164	204614	205249
NMI05164	263382	264979
NMI05164	265723	265914
NMI05164	268522	269721
NMI05164	292792	293522
NMI05164	294424	294467
NMI05164	355042	356560
NMI05164	357335	358405
NMI05164	375494	377754
NMI05164	380767	380830
NMI05164	441887	442213
NMI05164	452503	453358
NMI05164	475069	475078
NMI05164	518498	518726
NMI05164	545811	547691
NMI05164	596851	596874
NMI05164	599723	600433
NMI05164	619223	619784
NMI05164	633150	635283
NMI05164	672972	675731
NMI05164	676683	679518
NMI05164	680443	681278
NMI05164	736348	741561
NMI05164	791194	797521
NMI05164	808639	808836
NMI05164	844456	846742
NMI05164	847793	847871
NMI05164	919243	921301
NMI05164	999759	1000564
NMI05164	1029937	1031324
NMI05164	1032700	1032768
NMI05164	1081987	1083545
NMI05164	1232542	1235825
NMI05164	1325430	1325829
NMI05164	1327229	1327679
NMI05164	1363613	1364027
NMI05164	1364734	1364986
NMI05164	1495152	1495947
NMI05164	1498030	1498714
NMI05164	1499355	1502416
NMI05164	1503140	1504778
NMI05164	1515419	1518057
NMI99224	1272174	1274481
NMI03202	375503	375822
NMI03202	662084	668005
NMI03202	1273606	1274505
NMI03202	1334687	1335651
NMI03202	1421214	1423743
NMI03202	1425161	1425270
NMI03202	1428780	1428789
NMI9684	29929	31627
NMI9684	61507	62369
NMI9684	306272	309195
NMI0718	374582	375355
NMI0718	1333273	1334831
NMI0718	1422724	1426854
NMI96323	1436544	1436549
NMI0180	54439	55955
NMI0180	1436544	1436549
NMI0180	1453163	1455436
NMI99302	238256	241785
NMI0286	1436544	1436549
NMI0427	115969	117557
NMI9836	372177	374993
NMI99281	56031	56375
NMI99281	474655	474826
NMI99281	531621	531714
NMI99281	532820	535766
NMI99281	1206469	1209063
NMI99281	1273606	1274481
NMI99281	1436544	1436549
NMI9554	1255570	1257394
NMI9554	1436544	1436549
NMI9865	1436544	1436549
NMI97405	1291112	1291406
NMI97405	1292062	1292578
NMI0594	28348	29447
NMI0594	213075	214997
NMI0594	294570	295455
NMI0594	1154017	1154500
NMI03205	22834	23798
NMI03205	28501	29664
NMI03205	33152	34450
NMI03205	60965	62645
NMI03205	63522	63560
NMI03205	64784	65004
NMI03205	65685	68501
NMI03205	121909	123136
NMI03205	223629	224973
NMI03205	262093	262098
NMI03205	262737	264979
NMI03205	265723	265914
NMI03205	266597	267140
NMI03205	269788	270776
NMI03205	295578	297492
NMI03205	312381	316453
NMI03205	380536	380830
NMI03205	453683	457850
NMI03205	586029	588197
NMI03205	593611	593777
NMI03205	594357	595679
NMI03205	596851	597472
NMI03205	836292	839466
NMI03205	841789	842487
NMI03205	843321	846271
NMI03205	864374	867079
NMI03205	867692	867765
NMI03205	958221	958367
NMI03205	959774	963658
NMI03205	1034669	1035452
NMI03205	1036831	1036913
NMI03205	1159492	1159529
NMI03205	1160434	1166257
NMI03205	1167013	1167846
NMI03205	1168858	1173118
NMI03205	1224843	1225357
NMI03205	1240770	1241266
NMI03205	1241928	1243474
NMI03205	1287565	1287698
NMI03205	1294678	1295894
NMI03205	1297789	1299729
NMI03205	1300574	1300769
NMI03205	1301847	1303360
NMI03205	1330044	1330454
NMI03205	1367634	1368210
NMI03205	1369248	1369639
NMI03205	1376851	1378602
NMI03205	1380211	1381502
NMI03205	1407257	1412448
NMI03205	1415051	1416225
NMI03205	1419400	1421209
NMI03205	1457619	1459213
NMI03205	1517241	1522358
NMI03205	1524737	1525406
NMI03205	1526179	1526518
NMI03104	1436544	1436549
NMI01189	375020	375050
NMI01189	1331292	1333628
NMI01189	1334281	1335046
NMI01189	1342509	1342996
NMI01189	1344331	1344401
NMI9718	382892	383428
NMI9718	387918	388306
NMI9718	475759	476224
NMI9718	674310	676872
NMI9718	747963	748653
NMI9718	819829	829132
NMI9718	829765	833202
NMI9718	1436544	1436549
NMI94163	1425161	1426150
NMI97404	582601	584160
NMI97404	585201	586835
NMI97404	587685	587784
NMI01238	1436544	1436549
NMI0547	29532	29664
NMI0547	436194	438991
NMI0547	439700	439855
NMI0547	441029	441035
NMI0547	545685	547724
NMI0547	831570	832911
NMI0547	901874	907899
NMI0547	1227478	1227691
NMI98141	133949	135025
NMI98141	154219	154668
NMI98141	155440	156541
NMI98141	158147	159291
NMI98141	246785	247656
NMI98141	250484	255070
NMI98141	257067	257651
NMI98141	259126	261510
NMI98141	262093	263203
NMI98141	360277	361433
NMI98141	427950	430102
NMI98141	579857	580724
NMI98141	753460	755293
NMI98141	760429	761091
NMI98141	761741	762312
NMI98141	763042	763048
NMI98141	769077	769167
NMI98141	792097	798810
NMI98141	824185	827149
NMI98141	829765	834420
NMI98141	1043408	1043815
NMI98141	1044685	1045696
NMI98141	1151419	1152345
NMI98141	1152952	1154134
NMI98141	1155275	1155304
NMI98141	1156217	1158915
NMI98141	1224843	1225493
NMI98141	1226176	1226425
NMI98141	1227499	1229530
NMI98141	1263749	1270133
NMI98141	1271837	1273095
NMI98141	1274139	1274505
NMI98141	1275507	1278082
NMI98141	1409668	1412445
NMI98141	1436544	1436549
NMI98141	1439942	1441033
NMI98141	1454693	1454780
NMI98141	1498492	1501676
NMI98141	1512141	1512301
NMI98141	1512947	1518456
NMI99100	34093	35668
NMI99100	45350	45428
NMI99100	46490	46673
NMI99100	66067	66461
NMI99100	132812	132868
NMI99100	133949	136003
NMI99100	164500	166867
NMI99100	294653	295350
NMI99100	338909	342916
NMI99100	718258	719091
NMI99100	758009	759130
NMI99100	765045	766299
NMI99100	1349201	1350094
NMI99100	1351103	1351515
NMI99100	1432499	1432835
NMI99100	1449662	1450321
NMI04207	49634	49963
NMI04207	51363	51701
NMI04207	52395	53730
NMI04207	56031	58104
NMI9419	484255	484274
NMI00265	1237384	1237819
NMI05168	13170	13332
NMI05168	287075	289540
NMI05168	295242	295965
NMI05168	296587	297492
NMI05168	315184	321346
NMI05168	322332	325523
NMI05168	374219	375355
NMI05168	434216	437773
NMI05168	590017	590480
NMI05168	591034	591053
