Parameter	Posterior Mean	Posterior Variance	a_post	b_post
NMI01208	1.22166e-06	7.56781e-13	1.9721	1.61428e+06
17MI0011	1.23234e-06	7.66016e-13	1.98256	1.60877e+06
NMI0278	1.04203e-05	6.466e-12	16.7929	1.61155e+06
NMI01235	2.43847e-06	1.51862e-12	3.91549	1.60571e+06
NMI0463	3.91727e-06	2.45131e-12	6.25994	1.59803e+06
NMI00112	1.42037e-05	8.9276e-12	22.5978	1.59098e+06
NMI97222	1.22565e-06	7.61421e-13	1.9729	1.60968e+06
NMI95286	6.19671e-07	3.83988e-13	1.00001	1.61378e+06
NMI96290	1.21687e-05	7.64234e-12	19.3759	1.59228e+06
NMI0664	1.62626e-05	1.00754e-11	26.2494	1.6141e+06
NMI96238	1.22162e-06	7.56758e-13	1.97204	1.61428e+06
NMI95240	1.22127e-06	7.5654e-13	1.97147	1.61428e+06
17MI0066	6.74665e-06	4.20124e-12	10.8342	1.60587e+06
NMI03108	3.03105e-06	1.87915e-12	4.88905	1.61299e+06
NMI9579	1.22353e-06	7.57968e-13	1.97504	1.61422e+06
NMI95280	1.22131e-06	7.56567e-13	1.97154	1.61428e+06
NMI02152	4.83365e-06	2.99433e-12	7.80278	1.61426e+06
NMI01244	6.87204e-06	4.27085e-12	11.0575	1.60906e+06
NMI99206	2.42557e-06	1.50258e-12	3.91554	1.61428e+06
NMI9535	3.8756e-06	2.4042e-12	6.24753	1.61202e+06
NMI0599	1.52897e-05	9.56612e-12	24.4377	1.59831e+06
NMI0064	1.22161e-06	7.5675e-13	1.97202	1.61428e+06
NMI02281	6.64539e-06	4.11908e-12	10.7211	1.61332e+06
NMI02158	1.44597e-05	9.0609e-12	23.0752	1.59583e+06
NMI95152	1.44657e-05	8.96138e-12	23.3508	1.61422e+06
NMI04200	2.64725e-05	1.69625e-11	41.3142	1.56065e+06
NMI9472	1.82352e-06	1.12962e-12	2.94367	1.61428e+06
NMI071	8.49817e-06	5.26481e-12	13.7173	1.61415e+06
NMI99118	4.27721e-06	2.67163e-12	6.84771	1.60097e+06
NMI094	1.82308e-06	1.12935e-12	2.94296	1.61428e+06
NMI9834	4.232e-06	2.62162e-12	6.83157	1.61427e+06
NMI99134	2.42533e-06	1.50242e-12	3.91514	1.61428e+06
NMI0898	1.17622e-05	7.34277e-12	18.8416	1.60188e+06
NMI02129	1.24488e-05	7.91464e-12	19.5804	1.57288e+06
NMI03142	2.5972e-05	1.61235e-11	41.8361	1.61082e+06
NMI028	1.82364e-06	1.12969e-12	2.94385	1.61428e+06
NMI9617	7.40548e-06	4.69911e-12	11.6705	1.57593e+06
NMI0676	1.25836e-06	7.81757e-13	2.02551	1.60965e+06
NMI0181	3.02812e-06	1.87584e-12	4.88821	1.61427e+06
NMI9835	3.02772e-06	1.87559e-12	4.88756	1.61427e+06
NMI0517	1.29547e-05	8.15665e-12	20.5752	1.58824e+06
NMI0128	6.19638e-07	3.83902e-13	1.00013	1.61405e+06
NMI97290	7.81333e-06	4.87986e-12	12.5102	1.60114e+06
NMI97373	1.59263e-06	9.89189e-13	2.56419	1.61004e+06
NMI96117	5.43537e-06	3.3671e-12	8.77412	1.61426e+06
NMI95303	1.22153e-06	7.56703e-13	1.97189	1.61428e+06
NMI9926	2.42606e-06	1.50288e-12	3.91632	1.61428e+06
NMI05148	2.42558e-06	1.50258e-12	3.91555	1.61428e+06
NMI00117	3.02825e-06	1.87592e-12	4.88843	1.61427e+06
NMI9543	2.42549e-06	1.50252e-12	3.9154	1.61428e+06
NMI94140	1.82428e-06	1.13009e-12	2.9449	1.61428e+06
NMI9526	4.23164e-06	2.6214e-12	6.831	1.61427e+06
NMI96318	1.22143e-06	7.56638e-13	1.97172	1.61428e+06
18MI0054	4.94553e-06	3.09696e-12	7.89748	1.59689e+06
NMI98255	1.56727e-05	9.70916e-12	25.2991	1.61422e+06
NMI96165	6.19627e-07	3.83929e-13	1.00002	1.61391e+06
NMI98215	1.82396e-06	1.12989e-12	2.94438	1.61428e+06
NMI99201	4.23213e-06	2.6217e-12	6.83179	1.61427e+06
NMI998	3.66688e-06	2.27309e-12	5.91531	1.61317e+06
NMI99249	3.62988e-06	2.24862e-12	5.8596	1.61427e+06
NMI0276	3.63728e-06	2.25487e-12	5.86721	1.61308e+06
NMI95275	6.82107e-06	4.23311e-12	10.9912	1.61136e+06
17MI0002	3.03096e-06	1.87945e-12	4.88798	1.61268e+06
NMI03127	1.22106e-06	7.56411e-13	1.97113	1.61428e+06
NMI9738	4.25634e-06	2.65129e-12	6.83306	1.60538e+06
NMI01148	5.7452e-06	3.56816e-12	9.25053	1.61013e+06
NMI9797	6.219e-07	3.85989e-13	1.002	1.61119e+06
15MI0012	1.5323e-06	9.56405e-13	2.45497	1.60215e+06
NMI04170	2.77502e-05	1.80876e-11	42.5745	1.53421e+06
NMI95278	6.0371e-06	3.73986e-12	9.74544	1.61426e+06
NMI9524	3.02822e-06	1.8759e-12	4.88837	1.61427e+06
NMI95215	2.44291e-06	1.51646e-12	3.93535	1.61093e+06
NMI9895	1.22154e-06	7.56709e-13	1.97191	1.61428e+06
NMI9897	6.00925e-06	3.73203e-12	9.67599	1.61018e+06
NMI94242	1.82346e-06	1.12958e-12	2.94357	1.61428e+06
NMI95167	2.42584e-06	1.50274e-12	3.91597	1.61428e+06
NMI01215	1.48228e-05	9.36038e-12	23.473	1.58357e+06
NMI94250	4.96562e-06	3.07739e-12	8.01243	1.61358e+06
16MI0063	1.22154e-06	7.56707e-13	1.9719	1.61428e+06
NMI96170	8.44699e-06	5.23277e-12	13.6355	1.61425e+06
NMI00149	5.44294e-06	3.37574e-12	8.77605	1.61237e+06
NMI1151	2.57782e-05	1.61596e-11	41.1219	1.59522e+06
NMI9858	3.42843e-06	2.13532e-12	5.50461	1.60558e+06
NMI97349	2.51636e-06	1.56164e-12	4.05473	1.61135e+06
NMI0025	2.42532e-06	1.50242e-12	3.91513	1.61428e+06
NMI99274	3.02755e-06	1.87549e-12	4.88729	1.61427e+06
NMI9841	4.8338e-06	3.00566e-12	7.77385	1.60823e+06
NMI01157	5.4366e-06	3.36785e-12	8.7761	1.61426e+06
NMI9663	3.03911e-06	1.88799e-12	4.89207	1.6097e+06
NMI99146	3.64997e-06	2.26946e-12	5.87024	1.6083e+06
NMI9915	2.42542e-06	1.50248e-12	3.91529	1.61428e+06
NMI0933	6.63956e-06	4.11307e-12	10.7179	1.61426e+06
NMI954	1.84741e-06	1.14462e-12	2.9817	1.61399e+06
NMI0883	2.42598e-06	1.50332e-12	3.91489	1.61374e+06
NMI02263	6.76955e-06	4.19877e-12	10.9144	1.61227e+06
NMI00224	3.02769e-06	1.87557e-12	4.88751	1.61427e+06
NMI98268	4.83311e-06	2.994e-12	7.80192	1.61426e+06
NMI99288	1.22166e-06	7.56782e-13	1.9721	1.61428e+06
NMI96186	5.43581e-06	3.36737e-12	8.77482	1.61426e+06
NMI99294	8.20878e-06	5.15165e-12	13.0801	1.59343e+06
NMI03133	1.33126e-05	8.36718e-12	21.181	1.59105e+06
NMI98175	1.02028e-05	6.36974e-12	16.3425	1.60176e+06
NMI96162	1.22141e-06	7.56628e-13	1.9717	1.61428e+06
NMI9157	1.2215e-06	7.56681e-13	1.97184	1.61428e+06
NMI9967	1.92029e-05	1.20342e-11	30.6418	1.59569e+06
NMI99213	4.83336e-06	2.99416e-12	7.80232	1.61426e+06
NMI99172	1.82341e-06	1.12955e-12	2.94349	1.61428e+06
NMI0842	6.6984e-06	4.16373e-12	10.7761	1.60875e+06
NMI0218	4.51749e-06	2.8245e-12	7.22527	1.5994e+06
NMI99297	4.83401e-06	2.99456e-12	7.80336	1.61426e+06
NMI9490	1.82336e-06	1.12952e-12	2.94341	1.61428e+06
NMI9939	9.62497e-06	6.01197e-12	15.4093	1.60097e+06
NMI98155	1.22155e-06	7.56716e-13	1.97193	1.61428e+06
NMI00199	6.55638e-06	4.06806e-12	10.5667	1.61167e+06
NMI9884	3.62928e-06	2.24825e-12	5.85864	1.61427e+06
NMI98226	3.35846e-06	2.08721e-12	5.40397	1.60906e+06
NMI9916	4.28598e-06	2.66415e-12	6.89511	1.60876e+06
NMI9839	1.71959e-05	1.08993e-11	27.1302	1.57771e+06
NMI96307	6.03677e-06	3.73965e-12	9.74491	1.61426e+06
NMI01124	7.92251e-06	4.9762e-12	12.6133	1.59208e+06
NMI97247	1.82395e-06	1.12989e-12	2.94436	1.61428e+06
NMI97338	1.22124e-06	7.56524e-13	1.97143	1.61428e+06
NMI9716	3.0253e-06	1.87499e-12	4.8813	1.6135e+06
NMI0236	6.33248e-06	3.94931e-12	10.1538	1.60344e+06
NMI97161	2.42535e-06	1.50244e-12	3.91519	1.61428e+06
NMI95307	4.23149e-06	2.62131e-12	6.83076	1.61427e+06
NMI9217	7.56011e-05	5.07427e-11	112.638	1.48989e+06
NMI04206	1.19896e-05	7.54248e-12	19.0587	1.5896e+06
NMI95180	5.46948e-06	3.38891e-12	8.82739	1.61394e+06
NMI0319	2.42525e-06	1.50238e-12	3.91502	1.61428e+06
NMI99221	3.70728e-06	2.31164e-12	5.94552	1.60374e+06
NMI98126	5.55012e-06	3.48038e-12	8.85071	1.59469e+06
NMI00238	1.14132e-05	7.10741e-12	18.3275	1.60582e+06
NMI94195	1.22379e-06	7.59322e-13	1.97238	1.61169e+06
19MI0030	1.0116e-05	6.40255e-12	15.9833	1.58e+06
NMI98248	3.93522e-06	2.45597e-12	6.30544	1.60231e+06
NMI01223	1.82377e-06	1.12977e-12	2.94406	1.61428e+06
NMI99304	3.62895e-06	2.24804e-12	5.8581	1.61427e+06
NMI0576	4.23577e-06	2.62697e-12	6.82984	1.61242e+06
NMI0745	3.11347e-06	1.94807e-12	4.97605	1.59823e+06
NMI9886	1.22118e-06	7.56488e-13	1.97133	1.61428e+06
NMI96235	1.22342e-06	7.58701e-13	1.9728	1.61253e+06
NMI0680	2.53244e-05	1.61333e-11	39.7516	1.56969e+06
NMI9995	5.53769e-05	3.70044e-11	82.8714	1.4965e+06
NMI02190	7.24211e-06	4.48635e-12	11.6906	1.61425e+06
NMI1069	1.0977e-05	6.85658e-12	17.5735	1.60094e+06
NMI074	7.28024e-06	4.52776e-12	11.706	1.60791e+06
NMI97101	1.22103e-06	7.56393e-13	1.97109	1.61428e+06
NMI9575	2.42563e-06	1.50261e-12	3.91563	1.61428e+06
NMI06132	1.22135e-06	7.56589e-13	1.9716	1.61428e+06
NMI025	1.15804e-05	7.20213e-12	18.6201	1.60791e+06
NMI1143	3.02704e-06	1.87517e-12	4.88647	1.61427e+06
NMI01324	1.18802e-05	7.41389e-12	19.037	1.60242e+06
NMI93161	3.62935e-06	2.24829e-12	5.85876	1.61427e+06
NMI0120	1.22138e-06	7.56607e-13	1.97164	1.61428e+06
NMI9583	1.22166e-06	7.56785e-13	1.97211	1.61428e+06
14MI0024	8.92977e-06	5.56598e-12	14.3265	1.60435e+06
NMI9493	1.22137e-06	7.56602e-13	1.97163	1.61428e+06
NMI01150	3.1551e-06	1.96044e-12	5.07778	1.60939e+06
NMI137	2.5551e-05	1.59411e-11	40.954	1.60284e+06
NMI98177	8.70392e-06	5.44031e-12	13.9253	1.59989e+06
NMI0692	1.66342e-05	1.08226e-11	25.5664	1.53698e+06
NMI9662	4.24958e-06	2.63974e-12	6.8412	1.60985e+06
NMI9695	1.82397e-06	1.1299e-12	2.9444	1.61428e+06
NMI0017	7.26677e-06	4.51414e-12	11.6979	1.60978e+06
NMI0031	9.0479e-06	5.60503e-12	14.6055	1.61425e+06
17MI0069	2.43105e-06	1.50897e-12	3.91658	1.61106e+06
NMI109	2.47487e-05	1.57154e-11	38.9743	1.5748e+06
NMI0185	1.82326e-06	1.12946e-12	2.94325	1.61428e+06
NMI0772	6.59277e-07	4.08797e-13	1.06323	1.61272e+06
NMI9613	1.22205e-06	7.57025e-13	1.97273	1.61428e+06
NMI9556	6.57294e-06	4.11476e-12	10.4997	1.59741e+06
NMI01243	2.61118e-06	1.61772e-12	4.21474	1.61411e+06
NMI0114	6.2058e-07	3.85083e-13	1.00009	1.61155e+06
NMI05162	8.45951e-06	5.24717e-12	13.6385	1.6122e+06
NMI0322	2.55154e-05	1.60714e-11	40.509	1.58763e+06
NMI97240	4.24371e-06	2.63565e-12	6.83285	1.61011e+06
NMI97150	6.19751e-07	3.84088e-13	1.00001	1.61357e+06
NMI03287	7.22193e-06	4.52064e-12	11.5373	1.59754e+06
NMI9846	1.22151e-06	7.56688e-13	1.97185	1.61428e+06
NMI99150	1.22157e-06	7.56727e-13	1.97196	1.61428e+06
NMI98256	3.63506e-06	2.25192e-12	5.86773	1.61421e+06
NMI03113	3.63473e-06	2.25425e-12	5.8606	1.61239e+06
NMI0329	3.02752e-06	1.87547e-12	4.88725	1.61427e+06
NMI9840	3.03127e-06	1.87941e-12	4.88909	1.61288e+06
NMI02147	1.45849e-06	9.12479e-13	2.33124	1.59839e+06
NMI97344	3.62928e-06	2.24825e-12	5.85863	1.61427e+06
NMI01188	1.82369e-06	1.12973e-12	2.94395	1.61428e+06
NMI00215	2.42536e-06	1.50245e-12	3.9152	1.61428e+06
NMI946	1.22145e-06	7.56655e-13	1.97177	1.61428e+06
NMI97206	2.42544e-06	1.5025e-12	3.91533	1.61428e+06
NMI99298	1.82365e-06	1.1297e-12	2.94388	1.61428e+06
NMI05103	5.43549e-06	3.36717e-12	8.7743	1.61426e+06
NMI97386	1.22117e-06	7.56478e-13	1.97131	1.61428e+06
17MI0033	4.55047e-06	2.87411e-12	7.20458	1.58326e+06
NMI99260	9.76553e-06	6.07776e-12	15.6909	1.60676e+06
NMI02253	6.04157e-06	3.74352e-12	9.75034	1.61387e+06
NMI05146	1.86102e-05	1.17927e-11	29.3691	1.57812e+06
NMI00133	7.02025e-06	4.36689e-12	11.2858	1.60761e+06
NMI94136	1.22147e-06	7.56665e-13	1.97179	1.61428e+06
NMI01246	4.8788e-06	3.04928e-12	7.80598	1.59998e+06
NMI98145	7.4848e-06	4.74567e-12	11.8049	1.57719e+06
NMI01126	1.83104e-06	1.13843e-12	2.94503	1.60839e+06
NMI095	1.22143e-06	7.56643e-13	1.97174	1.61428e+06
NMI99108	1.04307e-05	6.46748e-12	16.8227	1.6128e+06
NMI0471	3.62948e-06	2.24837e-12	5.85896	1.61427e+06
NMI043	3.62962e-06	2.24846e-12	5.85918	1.61427e+06
NMI9747	7.05428e-06	4.4002e-12	11.3092	1.60317e+06
NMI97359	3.64283e-06	2.26385e-12	5.86177	1.60913e+06
NMI0774	3.63055e-06	2.24903e-12	5.86068	1.61427e+06
NMI0129	3.95669e-05	2.55648e-11	61.2381	1.54771e+06
NMI02117	1.96832e-05	1.23765e-11	31.3037	1.59037e+06
NMI95290	1.21764e-05	7.62064e-12	19.4556	1.59782e+06
NMI0488	3.9065e-06	2.43001e-12	6.28011	1.60761e+06
NMI949	1.59534e-05	9.9586e-12	25.5569	1.60197e+06
NMI0940	3.64048e-05	2.31306e-11	57.2968	1.57388e+06
NMI96110	1.2216e-06	7.56744e-13	1.972	1.61428e+06
NMI00191	1.92652e-06	1.19844e-12	3.09692	1.60752e+06
NMI03121	8.3471e-06	5.20435e-12	13.3877	1.60387e+06
NMI01230	4.83418e-06	2.99466e-12	7.80364	1.61426e+06
17MI0061	4.55956e-06	2.82651e-12	7.35519	1.61314e+06
NMI00150	3.95377e-06	2.45797e-12	6.35985	1.60855e+06
NMI01284	2.42522e-06	1.50236e-12	3.91498	1.61428e+06
NMI00251	3.63492e-06	2.25363e-12	5.86283	1.61292e+06
NMI97186	1.22094e-06	7.56337e-13	1.97094	1.61428e+06
NMI94253	6.03772e-06	3.74024e-12	9.74645	1.61426e+06
NMI06124	6.08674e-06	3.77716e-12	9.80854	1.61146e+06
NMI01314	1.09127e-05	6.79688e-12	17.5208	1.60554e+06
NMI9826	1.31144e-05	8.20336e-12	20.9655	1.59866e+06
NMI95190	4.95904e-06	3.07697e-12	7.9923	1.61166e+06
NMI9854	8.54751e-06	5.32196e-12	13.728	1.60608e+06
NMI962	4.96075e-06	3.08055e-12	7.98852	1.61035e+06
NMI01286	6.91494e-06	4.29014e-12	11.1456	1.61182e+06
NMI0290	6.63907e-06	4.11277e-12	10.7172	1.61426e+06
NMI01261	8.34988e-06	5.2349e-12	13.3184	1.59504e+06
NMI9668	1.22273e-06	7.57949e-13	1.97251	1.6132e+06
NMI041	1.33806e-05	8.36908e-12	21.3932	1.59882e+06
NMI94204	1.82364e-06	1.12969e-12	2.94386	1.61428e+06
NMI01275	1.22163e-06	7.56762e-13	1.97205	1.61428e+06
NMI02136	5.43632e-06	3.36768e-12	8.77564	1.61426e+06
NMI01361	1.22141e-06	7.5663e-13	1.9717	1.61428e+06
NMI9649	1.8236e-06	1.12967e-12	2.94379	1.61428e+06
NMI1161	7.24981e-06	4.49452e-12	11.6942	1.61303e+06
NMI96214	7.21614e-06	4.53944e-12	11.4712	1.58965e+06
NMI95171	2.42572e-06	1.50267e-12	3.91577	1.61428e+06
NMI0077	4.23098e-06	2.62099e-12	6.82993	1.61427e+06
NMI94102	4.83521e-06	2.9953e-12	7.80531	1.61426e+06
NMI97256	3.10487e-06	1.94292e-12	4.96169	1.59804e+06
19MI0008	4.72236e-06	2.94792e-12	7.56488	1.60193e+06
NMI03119	3.5499e-05	2.25115e-11	55.9793	1.57693e+06
NMI9731	2.42662e-06	1.50322e-12	3.91723	1.61428e+06
NMI97322	1.82342e-06	1.12956e-12	2.94351	1.61428e+06
NMI01119	3.63097e-06	2.24952e-12	5.86078	1.61411e+06
NMI01325	3.63009e-06	2.24875e-12	5.85994	1.61427e+06
NMI96115	1.82378e-06	1.12978e-12	2.94409	1.61428e+06
NMI02220	1.83268e-06	1.14031e-12	2.94543	1.60718e+06
NMI02151	3.02777e-06	1.87562e-12	4.88764	1.61427e+06
NMI01323	1.22469e-06	7.59494e-13	1.97483	1.61251e+06
NMI01285	3.04215e-06	1.89355e-12	4.88747	1.60658e+06
NMI0057	4.23187e-06	2.62154e-12	6.83137	1.61427e+06
NMI96272	3.02853e-06	1.8761e-12	4.88888	1.61427e+06
NMI9981	3.02748e-06	1.87544e-12	4.88717	1.61427e+06
NMI04188	4.83457e-06	2.9949e-12	7.80427	1.61426e+06
NMI97350	3.17412e-06	1.98051e-12	5.08708	1.60267e+06
NMI96147	1.82457e-06	1.13038e-12	2.94507	1.61412e+06
NMI0089	3.62877e-06	2.24793e-12	5.85781	1.61427e+06
NMI95234	1.22151e-06	7.56687e-13	1.97185	1.61428e+06
NMI95255	2.86133e-06	1.77383e-12	4.61555	1.61308e+06
NMI95221	4.25351e-06	2.64708e-12	6.83482	1.60687e+06
NMI9529	1.22134e-06	7.56587e-13	1.97159	1.61428e+06
NMI9723	3.79727e-06	2.40632e-12	5.99225	1.57804e+06
NMI00201	2.45072e-06	1.52126e-12	3.94805	1.61098e+06
NMI01194	7.24803e-06	4.49349e-12	11.6911	1.61301e+06
NMI0265	6.0375e-06	3.74011e-12	9.74609	1.61426e+06
16MI0069	5.71477e-06	3.57623e-12	9.13213	1.59799e+06
NMI9397	3.02796e-06	1.87574e-12	4.88795	1.61427e+06
NMI96333	6.04594e-06	3.74548e-12	9.75933	1.6142e+06
NMI9957	1.89258e-06	1.1746e-12	3.04944	1.61126e+06
NMI00173	3.63606e-06	2.25403e-12	5.86546	1.61314e+06
NMI99257	2.62733e-06	1.63389e-12	4.22482	1.60803e+06
NMI04174	1.44672e-05	9.1238e-12	22.94	1.58566e+06
NMI0073	1.22133e-06	7.5658e-13	1.97157	1.61428e+06
NMI99185	3.02789e-06	1.8757e-12	4.88784	1.61427e+06
NMI0150	5.2861e-06	3.28298e-12	8.51143	1.61015e+06
NMI02264	3.62959e-06	2.24844e-12	5.85914	1.61427e+06
NMI00245	3.12011e-06	1.94628e-12	5.0019	1.60312e+06
NMI96334	1.22156e-06	7.56721e-13	1.97194	1.61428e+06
NMI0422	3.0911e-06	1.92801e-12	4.95584	1.60326e+06
NMI0038	1.82516e-06	1.13167e-12	2.94362	1.6128e+06
NMI04118	1.33811e-05	8.3376e-12	21.4755	1.60491e+06
NMI97306	2.42556e-06	1.50257e-12	3.91552	1.61428e+06
NMI94241	3.62932e-06	2.24828e-12	5.85871	1.61427e+06
NMI98105	1.8238e-06	1.12998e-12	2.94364	1.61401e+06
NMI03161	1.19031e-05	7.40683e-12	19.129	1.60705e+06
NMI0144	3.24161e-06	2.01243e-12	5.22156	1.61079e+06
NMI00281	5.84225e-06	3.65119e-12	9.34816	1.60009e+06
NMI0282	1.82357e-06	1.12965e-12	2.94375	1.61428e+06
NMI012	2.42598e-06	1.50283e-12	3.9162	1.61428e+06
NMI98288	3.03191e-06	1.88059e-12	4.8881	1.61222e+06
NMI0171	6.23532e-07	3.87276e-13	1.00392	1.61005e+06
NMI9724	1.45844e-05	9.23689e-12	23.0278	1.57893e+06
NMI97246	1.2235e-06	7.57954e-13	1.97499	1.61421e+06
NMI97212	1.82443e-06	1.13075e-12	2.94365	1.61346e+06
14MI0025	1.22162e-06	7.56761e-13	1.97204	1.61428e+06
NMI95248	3.03471e-06	1.88333e-12	4.88998	1.61135e+06
NMI98305	2.32544e-05	1.49113e-11	36.2656	1.55951e+06
NMI02172	2.1091e-05	1.3066e-11	34.0449	1.61419e+06
NMI9687	3.55092e-06	2.23292e-12	5.64688	1.59026e+06
NMI96222	3.02802e-06	1.87578e-12	4.88805	1.61427e+06
NMI0216	5.43443e-06	3.38146e-12	8.7338	1.60712e+06
16MI0064	3.00422e-06	1.87323e-12	4.81806	1.60376e+06
NMI97170	2.45449e-06	1.52268e-12	3.95651	1.61195e+06
NMI9986	8.30597e-06	5.21167e-12	13.2374	1.59372e+06
NMI97304	2.0462e-05	1.27095e-11	32.9433	1.60997e+06
NMI01163	1.85286e-06	1.15492e-12	2.97256	1.60431e+06
NMI99218	1.07361e-05	6.65784e-12	17.3124	1.61255e+06
NMI96255	2.82562e-06	1.75278e-12	4.55512	1.61208e+06
NMI93108	1.22135e-06	7.5659e-13	1.9716	1.61428e+06
NMI0143	1.84952e-06	1.1463e-12	2.98413	1.61347e+06
NMI97129	1.22137e-06	7.56601e-13	1.97163	1.61428e+06
NMI929	1.22266e-06	7.57823e-13	1.97262	1.61338e+06
NMI9796	3.1026e-05	2.00743e-11	47.9526	1.54556e+06
NMI04113	2.42577e-06	1.5027e-12	3.91585	1.61428e+06
18MI0078	5.72813e-06	3.60744e-12	9.0955	1.58787e+06
NMI96136	1.82401e-06	1.12992e-12	2.94446	1.61428e+06
NMI938	8.45985e-07	5.25087e-13	1.36299	1.61113e+06
NMI9832	4.83413e-06	2.99463e-12	7.80357	1.61426e+06
NMI04104	1.82449e-06	1.13039e-12	2.94478	1.61403e+06
NMI0654	7.34706e-06	4.57667e-12	11.7944	1.60533e+06
NMI97313	3.05836e-06	1.9039e-12	4.91284	1.60636e+06
NMI00221	1.22159e-06	7.56743e-13	1.972	1.61428e+06
NMI99222	3.29487e-06	2.04582e-12	5.30652	1.61054e+06
NMI9990	1.15708e-05	7.38973e-12	18.1175	1.56579e+06
NMI9612	1.22142e-06	7.56637e-13	1.97172	1.61428e+06
NMI9963	1.22123e-06	7.56514e-13	1.9714	1.61428e+06
NMI98114	6.03888e-06	3.74151e-12	9.74689	1.61402e+06
NMI03207	5.38026e-06	3.34033e-12	8.66597	1.6107e+06
NMI9523	1.82341e-06	1.12955e-12	2.94349	1.61428e+06
NMI99250	1.34949e-05	8.45092e-12	21.5495	1.59686e+06
NMI95173	4.61405e-06	2.88661e-12	7.37525	1.59843e+06
NMI0179	2.42586e-06	1.50276e-12	3.91601	1.61428e+06
NMI05152	2.91233e-05	1.87106e-11	45.3309	1.55651e+06
NMI936	7.84452e-06	4.85954e-12	12.663	1.61425e+06
NMI94166	6.25517e-07	3.88119e-13	1.00812	1.61166e+06
17MI0023	7.43624e-06	4.65172e-12	11.8876	1.5986e+06
NMI00193	5.36784e-06	3.32919e-12	8.65488	1.61236e+06
NMI00295	4.14172e-06	2.57207e-12	6.66927	1.61027e+06
NMI98286	2.42461e-06	1.50198e-12	3.91398	1.61428e+06
NMI9588	1.43912e-05	8.96058e-12	23.1131	1.60606e+06
NMI98240	1.20001e-05	7.55201e-12	19.068	1.58899e+06
NMI1248	4.18248e-05	2.69454e-11	64.9206	1.5522e+06
NMI92126	6.2018e-07	3.84491e-13	1.00034	1.61299e+06
14MI0030	6.20954e-07	3.85308e-13	1.00072	1.61158e+06
NMI042	3.16556e-05	1.98528e-11	50.4752	1.59451e+06
NMI131	4.62543e-06	2.90076e-12	7.37552	1.59456e+06
NMI9378	4.23535e-05	2.70777e-11	66.2471	1.56415e+06
NMI0941	6.19714e-07	3.84035e-13	1.00003	1.61369e+06
NMI1265	3.63556e-06	2.25603e-12	5.85866	1.61149e+06
NMI95112	3.0635e-06	1.91613e-12	4.8979	1.59879e+06
19MI0009	1.22146e-06	7.5666e-13	1.97178	1.61428e+06
NMI9443	2.66317e-05	1.71847e-11	41.2721	1.54974e+06
NMI029	1.32639e-05	8.21688e-12	21.411	1.61423e+06
NMI93159	6.64516e-06	4.13453e-12	10.6803	1.60723e+06
NMI98212	1.22162e-06	7.56758e-13	1.97204	1.61428e+06
NMI01212	3.07488e-06	1.90831e-12	4.95459	1.61131e+06
NMI03125	6.65982e-06	4.13684e-12	10.7215	1.60988e+06
NMI9976	4.23193e-06	2.62158e-12	6.83146	1.61427e+06
NMI01113	4.87343e-06	3.03072e-12	7.83653	1.60801e+06
NMI0116	3.62989e-06	2.24863e-12	5.85963	1.61427e+06
NMI9777	1.82357e-06	1.12965e-12	2.94374	1.61428e+06
NMI01273	6.2014e-07	3.84564e-13	1.00002	1.61258e+06
NODE_916	3.50139e-06	2.18041e-12	5.62269	1.60584e+06
NODE_917	1.22252e-06	7.57861e-13	1.97206	1.61311e+06
NODE_918	6.1963e-07	3.83907e-13	1.00009	1.61401e+06
NODE_919	2.93366e-05	1.91655e-11	44.9056	1.5307e+06
NODE_920	1.82295e-06	1.12927e-12	2.94275	1.61428e+06
NODE_921	4.10222e-05	2.7018e-11	62.2853	1.51833e+06
NODE_922	2.05331e-05	1.30397e-11	32.3328	1.57467e+06
NODE_923	1.22132e-06	7.56572e-13	1.97155	1.61428e+06
NODE_924	2.07008e-05	1.33642e-11	32.0651	1.54898e+06
NODE_925	2.43021e-06	1.50551e-12	3.92287	1.61421e+06
NODE_931	1.22142e-06	7.56634e-13	1.97171	1.61428e+06
NODE_933	4.54939e-06	2.84456e-12	7.27598	1.59933e+06
NODE_934	1.32889e-05	8.43123e-12	20.9454	1.57615e+06
NODE_935	7.14967e-06	4.48085e-12	11.4081	1.59561e+06
NODE_939	4.10387e-06	2.55077e-12	6.60261	1.60887e+06
NODE_940	5.73475e-06	3.57131e-12	9.20875	1.60578e+06
NODE_941	6.23099e-06	3.87963e-12	10.0075	1.60608e+06
NODE_942	1.9802e-06	1.24495e-12	3.14966	1.59058e+06
NODE_945	1.28691e-06	7.98751e-13	2.07341	1.61115e+06
NODE_946	1.87228e-06	1.16372e-12	3.01228	1.60888e+06
NODE_947	3.08179e-06	1.91275e-12	4.96535	1.61119e+06
NODE_948	1.23513e-06	7.66121e-13	1.99125	1.61218e+06
NODE_949	2.16752e-05	1.39209e-11	33.7489	1.55703e+06
NODE_950	4.41884e-06	2.73989e-12	7.1266	1.61278e+06
NODE_951	1.23283e-06	7.666e-13	1.98261	1.60818e+06
NODE_952	6.20287e-07	3.84636e-13	1.00031	1.61266e+06
NODE_954	2.53777e-06	1.58436e-12	4.0649	1.60176e+06
NODE_956	1.22286e-06	7.57617e-13	1.97381	1.61409e+06
NODE_960	3.63142e-06	2.25073e-12	5.85907	1.61344e+06
